70.299912	70.304558
50.112829	77.918067
67.979398	84.868683
137.340144	99.932105
111.850780	103.760194
118.580641	98.653303
127.004457	109.821417
104.780937	103.332291
92.597659	86.753395
84.219393	99.166019
153.793582	107.217748
79.013515	87.340417
117.908507	74.932629
98.771752	107.819417
123.345662	129.887448
98.338919	76.804553
124.593340	93.657139
92.202914	92.099315
80.324551	120.225083
134.672055	69.745959
58.080982	137.271157
100.385795	100.271665
59.911503	135.905353
76.832195	106.033433
98.997487	94.944920
119.279685	152.294948
65.350360	101.004788
57.845742	85.809315
99.793330	100.568696
109.416089	65.544549
98.958692	100.675139
51.854045	88.847768
105.863982	109.903349
63.104214	92.923161
85.910978	80.973234
127.854209	100.765259
91.221014	100.209989
96.461753	143.838159
126.914237	122.137437
77.110422	56.832473
107.723040	120.414731
95.366341	110.985979
97.614548	109.758624
82.728860	59.949363
58.949596	102.324903
114.782791	50.511845
107.994250	105.931694
99.935378	99.710843
122.063914	92.450251
118.943330	146.909267
98.281214	73.578992
49.387732	88.870708
89.510499	124.066145
142.362963	137.199653
117.777522	132.404873
108.906544	89.989860
82.743636	104.435343
82.353536	52.810560
61.672976	64.929234
62.877694	59.184037
119.458763	69.635378
98.974532	101.369905
98.030158	104.100817
96.506156	92.015274
72.925009	121.479115
86.056339	84.228907
109.741876	119.934918
117.508579	78.362652
134.459835	111.147121
76.283642	104.966197
98.967325	69.609653
89.065530	100.711556
94.542179	101.410378
88.367907	100.412120
87.823986	110.128551
86.653437	144.485859
101.435135	97.824380
74.663753	97.951970
92.306241	106.370748
96.107798	129.701415
131.704148	84.171183
115.139747	67.030318
116.434822	78.738136
109.658764	97.477777
79.588076	105.347080
134.040615	83.238647
76.350239	105.301699
84.645881	138.727038
130.992830	119.139962
127.037267	127.540448
90.454799	104.900421
102.328069	103.124904
85.903660	108.258117
105.550732	52.990873
54.674314	87.101806
94.764567	64.147465
101.105699	68.381366
86.212713	52.868642
104.188489	103.558729
140.530975	70.377295
